maths,phy,chem,mech,bee,workshop,cgpa,sgpa
63,42,45,73,69,44,7.75,7.75
73,50,53,90,51,43,8.39,8.39
60,58,48,83,51,45,8.39,8.39
50,40,46,76,62,43,7.89,7.89
66,68,60,63,81,45,9,9
53,38,53,52,62,45,7.5,7.5
57,49,52,57,61,45,7.5,7.5
47,24,31,43,31,40,3.81,3.81
73,44,40,68,48,44,7.22,7.22
59,51,44,73,65,44,7.72,7.72
52,52,52,71,47,43,7.5,7.5
77,43,66,81,60,42,8.89,8.89
54,46,49,78,64,44,7.94,7.94
79,54,57,47,55,44,7.94,7.94
54,45,43,48,49,45,6.78,6.78
62,42,57,71,48,46,7.78,7.78
65,58,61,73,67,46,8.56,8.56
60,30,54,58,66,42,7.44,7.44
63,36,43,72,52,44,7.28,7.28
51,48,44,73,52,43,7.5,7.5
57,53,46,67,63,44,7.72,7.72
57,43,28,65,58,44,6.53,6.53
72,46,38,68,67,44,7.83,7.83
51,32,54,75,47,44,7.44,7.44
44,40,44,60,45,43,6.67,6.67
66,40,47,60,25,43,6.5,6.5
69,30,36,77,38,32,6.17,6.17
79,55,70,82,84,47,9.47,9.47
78,54,68,80,71,45,9.28,9.28
43,35,40,32,37,22,3.58,3.58
63,50,47,80,73,45,8.5,8.5
59,55,40,74,54,46,7.61,7.61
75,59,58,91,62,29,8.83,8.83
82,27,40,58,74,43,7.36,7.36
89,51,48,90,67,45,8.81,8.81
66,51,44,81,52,41,8.06,8.06
69,66,52,87,77,39,8.94,8.94
70,58,49,77,67,38,8.5,8.5
70,68,65,92,89,45,9.67,9.67
51,45,39,61,42,29,6.75,6.75
95,50,58,78,60,45,8.89,8.89
86,66,52,85,84,46,9.67,9.67
54,29,43,29,19,38,4.19,4.19
36,36,35,56,18,42,4.64,4.64
74,53,59,77,75,46,9,9
46,44,51,66,34,45,6.22,6.22
58,35,34,43,49,45,6.36,6.36
58,23,43,51,38,43,5.42,5.42
57,32,45,54,58,43,6.83,6.83
65,56,49,80,73,45,8.61,8.61
77,35,47,61,76,44,8.28,8.28
68,46,37,68,51,44,7.44,7.44
79,50,54,86,56,41,8.56,8.56
51,41,53,51,55,43,7.33,7.33
85,53,53,90,54,45,8.89,8.89
53,28,55,76,57,23,7.31,7.31
49,31,36,80,46,44,6.94,6.94
40,14,26,63,47,41,5.33,5.33
80,67,66,91,74,45,9.67,9.67
81,59,53,86,71,45,9.33,9.33
72,43,53,93,72,44,8.64,8.64
74,53,56,67,63,42,8.19,8.19
79,47,55,81,87,41,9.28,9.28
75,64,65,69,79,44,9.17,9.17
35,19,25,56,24,44,3.72,3.72
89,47,43,87,69,41,8.67,8.67
77,61,61,89,56,44,9.17,9.17
84,56,58,84,51,47,9,9
51,38,56,57,61,45,7.44,7.44
61,58,52,83,56,40,8.39,8.39
41,12,5,24,14,28,2.44,2.44
44,29,33,43,48,41,5.17,5.17
52,45,45,55,61,43,7.31,7.31
54,37,35,43,43,44,6.08,6.08
70,38,49,67,60,42,7.83,7.83
79,33,48,56,56,42,7.44,7.44
77,35,53,69,44,43,7.5,7.5
82,32,32,87,56,40,7.94,7.94
75,51,64,59,52,44,8.17,8.17
65,55,45,84,52,44,8.22,8.22
69,56,50,89,61,40,8.44,8.44
60,44,59,69,67,45,7.92,7.92
57,47,62,72,57,46,8,8
78,52,50,79,65,41,8.5,8.5
73,52,49,93,53,46,8.33,8.33
54,53,48,89,67,41,8.25,8.25
47,41,47,68,64,44,7.22,7.22
49,49,44,49,52,45,6.78,6.78
55,33,43,49,32,46,5.61,5.61
79,48,46,56,56,44,7.83,7.83
73,65,48,64,60,47,8.33,8.33
66,47,51,47,59,38,7.28,7.28
84,56,51,71,70,38,8.61,8.61
71,41,51,63,78,39,8.17,8.17
88,49,61,56,75,43,8.72,8.72
58,48,53,73,72,43,8.08,8.08
85,58,46,70,72,45,8.89,8.89
55,42,49,44,38,38,5.83,5.83
83,63,61,83,83,45,9.94,9.94
87,63,70,92,86,46,10,10
36,37,33,39,60,43,4.78,4.78
32,32,54,51,47,28,5.58,5.58
36,19,36,41,32,42,3.17,3.17
82,44,56,78,97,44,9.11,9.11
56,56,53,73,82,42,8.56,8.56
68,74,55,90,90,46,9.28,9.28
74,49,40,86,62,44,8.39,8.39
71,39,53,78,70,43,8.5,8.5
67,58,45,91,67,38,8.31,8.31
49,41,45,48,57,40,6.89,6.89
60,49,58,57,66,42,7.89,7.89
66,35,36,51,51,44,7,7
64,47,57,49,45,42,7.22,7.22
59,63,44,66,73,42,8.06,8.06
41,20,31,32,12,40,3.67,3.67
44,35,45,68,60,45,7.08,7.08
77,41,55,79,76,42,8.78,8.78
27,31,67,37,32,42,4.17,4.17
36,45,43,47,45,21,4.47,4.47
44,37,31,25,46,28,4.94,4.94
57,39,56,57,52,42,7.14,7.14
56,38,44,52,52,41,6.97,6.97
56,43,23,35,63,22,4.58,4.58
67,44,59,69,75,45,8.28,8.28
67,30,51,73,54,44,7.33,7.33
53,42,40,62,69,42,7.36,7.36
59,55,50,68,47,43,7.42,7.42
60,44,46,70,57,33,7.5,7.5
69,54,48,83,76,31,8.5,8.5
27,44,52,48,42,42,5.72,5.72
42,43,22,50,46,35,5.58,5.58
76,42,59,84,46,42,8.44,8.44
17,29,28,7,35,46,2.56,2.56
32,46,33,47,49,34,5.14,5.14
53,40,50,55,53,41,7.11,7.11
32,17,42,41,42,42,4.67,4.67
52,30,42,62,50,45,7.03,7.03
43,33,33,55,36,40,5.08,5.08
56,42,42,66,46,45,7.11,7.11
55,19,39,48,29,41,5.08,5.08
60,53,53,67,49,40,7.64,7.64
84,66,64,84,51,44,9.33,9.33
78,65,58,73,51,46,8.72,8.72
48,41,47,59,44,36,6.56,6.56
44,14,33,39,17,21,2.28,2.28
31,32,38,52,45,44,5.61,5.61
84,44,56,77,71,44,8.78,8.78
44,32,52,62,46,46,6.56,6.56
45,46,53,43,50,44,6.78,6.78
45,45,37,47,45,45,6.61,6.61
64,55,46,74,52,42,7.83,7.83
48,57,46,54,58,37,7.03,7.03
71,33,45,58,43,41,6.81,6.81
41,32,34,39,29,40,4.22,4.22
61,64,63,76,71,46,8.94,8.94
67,59,60,80,90,42,9.25,9.25
30,31,39,82,29,44,5.56,5.56
31,36,44,34,64,32,4.67,4.67
30,27,19,31,29,32,2.25,2.25
13,9,9,22,5,42,2.47,2.47
42,42,48,42,43,42,6.17,6.17
78,49,53,82,41,40,7.61,7.61
37,31,40,28,32,44,3.81,3.81
51,43,56,61,60,45,7.67,7.67
71,55,65,73,75,44,8.94,8.94
82,53,45,92,78,42,9.19,9.19
66,47,41,55,59,36,7.08,7.08
22,11,34,39,14,35,2.44,2.44
43,37,40,42,19,41,5.03,5.03
45,30,33,46,52,44,6.22,6.22
48,33,59,53,44,29,6.31,6.31
36,33,46,50,43,44,6.22,6.22
72,44,54,61,57,44,7.75,7.75
10,13,31,18,19,39,2.81,2.81
29,37,41,28,19,43,3.83,3.83
44,37,48,58,32,34,5.44,5.44
57,35,30,58,43,40,6.28,6.28
18,29,18,26,9,34,2.25,2.25
62,48,66,69,90,44,8.67,8.67
56,32,50,87,74,42,8,8
47,40,46,36,29,25,4.33,4.33
55,46,50,66,58,43,7.39,7.39
61,51,58,84,71,44,8.72,8.72
71,57,50,75,71,39,8.44,8.44
25,19,35,22,15,43,3.11,3.11
68,57,60,77,70,47,8.89,8.89
47,36,42,76,54,42,7.22,7.22
74,48,47,87,76,44,8.83,8.83
43,39,35,43,42,42,5.69,5.69
48,42,49,69,43,40,6.78,6.78
52,47,62,64,52,44,7.78,7.78
75,46,53,71,60,43,8.33,8.33
58,59,56,56,67,42,7.78,7.78
29,18,34,46,17,42,4.03,4.03
93,54,63,86,57,44,9.11,9.11
36,19,11,42,47,45,4.11,4.11
51,35,36,59,46,20,5.72,5.72
48,59,38,47,52,43,6.81,6.81
74,60,61,63,72,42,8.83,8.83
62,40,38,67,52,43,7.44,7.44
37,44,40,57,33,45,5.11,5.11
72,51,53,76,70,44,8.61,8.61
72,38,47,73,48,42,7.72,7.72
84,66,57,85,93,44,9.89,9.89
71,59,55,74,92,38,8.94,8.94
67,48,34,76,49,45,7.61,7.61
25,31,35,43,13,40,4.03,4.03
46,34,33,49,44,43,6.11,6.11
70,59,52,77,56,45,8.28,8.28
64,51,57,71,50,43,8.06,8.06
64,40,32,53,62,41,7.17,7.17
70,44,54,76,49,46,8,8
61,33,43,54,51,44,7.06,7.06
45,31,36,45,50,40,6.25,6.25
28,9,10,28,8,26,2.14,2.14
62,33,35,68,53,42,7.08,7.08
44,46,42,50,47,44,6.64,6.64
58,43,41,62,60,44,7.44,7.44
51,47,38,89,52,44,7.78,7.78
78,53,64,77,59,44,8.78,8.78
93,61,55,88,79,45,9.61,9.61
68,53,46,72,47,45,7.78,7.78
60,63,50,65,60,45,8.11,8.11
42,34,32,47,42,41,5.53,5.53
61,37,42,68,46,43,7.11,7.11
59,39,48,81,50,45,7.83,7.83
51,53,65,61,49,35,7.56,7.56
76,58,67,88,56,44,9.06,9.06
57,52,65,67,58,43,7.83,7.83
53,46,55,76,53,42,7.94,7.94
43,29,40,22,21,39,2.97,2.97
61,46,59,74,57,45,8,8
59,56,50,76,48,43,7.78,7.78
80,54,56,61,83,43,9.06,9.06
85,61,64,87,88,45,10,10
66,62,55,84,31,44,7.61,7.61
84,55,51,86,69,46,8.94,8.94
51,49,52,74,57,46,7.56,7.56
75,38,46,83,62,39,8.44,8.44
29,23,37,42,35,27,2.53,2.53
73,46,51,70,62,36,8.06,8.06
51,38,40,68,66,45,7.39,7.39
53,41,59,65,36,42,6.5,6.5
50,35,41,34,44,43,5.44,5.44
23,27,25,38,40,40,3.22,3.22
52,30,35,40,31,43,4.97,4.97
69,51,55,57,60,44,7.67,7.67
40,25,15,52,24,21,3.69,3.69
69,43,57,37,74,44,6.92,6.92
51,35,40,44,43,33,5.78,5.78
19,5,30,19,35,21,1.53,1.53
70,68,69,73,66,47,8.83,8.83
85,56,58,80,67,41,9.17,9.17
84,56,49,60,80,41,8.89,8.89
83,53,50,92,38,45,7.72,7.72
56,21,42,25,32,43,4.11,4.11
69,36,51,50,65,46,7.44,7.44
19,7,29,65,7,30,3.08,3.08
54,19,39,55,47,41,6.22,6.22
74,41,58,80,66,42,8.61,8.61
56,48,38,69,57,43,7.39,7.39
46,44,35,40,46,33,5.75,5.75
83,64,49,86,59,46,9,9
92,72,63,95,94,46,10,10
80,55,61,44,67,37,7.94,7.94
72,65,55,61,75,42,8.67,8.67
48,32,32,22,11,44,4.22,4.22
36,34,42,20,23,42,3.31,3.31
49,35,34,58,56,44,6.72,6.72
40,17,25,12,19,36,2.5,2.5
43,30,35,47,46,42,5.89,5.89
69,36,38,57,47,40,6.94,6.94
74,52,36,59,66,42,7.42,7.42
49,41,44,56,53,42,6.44,6.44
43,29,34,14,24,41,3.42,3.42
33,33,39,33,42,46,4.06,4.06
44,33,49,33,49,43,5.25,5.25
40,30,36,30,49,44,5,5
46,46,34,47,28,35,5.44,5.44
64,49,43,61,52,36,7.17,7.17
60,37,33,51,33,39,5.89,5.89
33,18,30,41,27,44,3.19,3.19
15,25,31,7,20,44,2.53,2.53
69,35,50,31,41,39,5.67,5.67
32,35,52,63,43,43,5.83,5.83
81,62,45,73,62,42,8.67,8.67
60,36,41,46,46,45,6.44,6.44
87,52,65,64,81,42,9.17,9.17
55,60,52,87,83,45,9,9
64,45,45,43,44,43,6.83,6.83
71,41,51,60,83,45,8.33,8.33
45,39,51,41,66,42,6.47,6.47
43,20,19,21,28,35,2.56,2.56
68,56,54,75,67,38,8.19,8.19
62,52,39,59,65,42,7.44,7.44
57,41,34,55,47,40,6.39,6.39
55,42,63,58,53,45,7.33,7.33
65,60,55,83,86,47,9.28,9.28
75,59,50,68,83,42,8.89,8.89
66,48,47,69,55,45,7.61,7.61
57,42,41,44,45,37,6.22,6.22
68,43,68,54,56,35,6.67,6.67
61,41,40,47,46,41,6.58,6.58
68,56,42,69,75,33,7.72,7.72
48,34,38,67,47,41,6.5,6.5
50,37,36,49,42,39,5.67,5.67
52,39,61,64,50,43,7.69,7.69
68,39,37,69,40,30,6.33,6.33
63,50,47,58,68,42,7.36,7.36
43,37,32,51,44,43,5.94,5.94
31,46,44,45,39,37,4.39,4.39
49,38,34,60,46,43,6.61,6.61
52,41,49,46,32,43,5.5,5.5
24,36,48,41,40,38,4.64,4.64
65,62,53,65,79,43,8.36,8.36
73,53,49,67,69,47,8.08,8.08
81,50,63,95,70,44,9.33,9.33
61,49,50,62,70,45,7.83,7.83
58,37,39,55,48,43,6.5,6.5
70,58,51,77,73,42,8.61,8.61
42,42,32,27,28,44,4.14,4.14
52,37,40,45,47,45,6.11,6.11
42,20,31,30,43,40,4.19,4.19
38,39,32,59,53,45,6.22,6.22
70,59,55,66,79,45,8.67,8.67
67,52,47,67,51,43,7.39,7.39
72,43,51,70,68,47,8.06,8.06
80,68,65,81,73,49,9.67,9.67
82,64,68,78,79,42,9.67,9.67
25,20,23,25,11,44,1.92,1.92
48,44,40,46,43,39,5.78,5.78
48,40,56,66,67,48,7.22,7.22
26,32,35,25,49,43,4.14,4.14
67,60,57,72,62,42,8.56,8.56
32,32,37,35,15,44,3.44,3.44
62,47,42,47,64,43,7.17,7.17
73,52,44,60,85,43,8.39,8.39
18,37,37,42,58,46,5.17,5.17
76,53,62,90,80,44,9.61,9.61
48,46,56,44,60,33,6.53,6.53
50,58,53,55,46,45,7.33,7.33
50,53,46,52,49,36,6.97,6.97
66,41,58,46,44,41,7.03,7.03
52,41,52,57,35,20,5.94,5.94
69,61,46,84,59,44,8.5,8.5
47,40,34,50,46,33,5.83,5.83
56,43,47,48,63,39,6.56,6.56
51,33,37,22,32,36,4.33,4.33
47,34,42,51,45,45,6.56,6.56
62,56,65,73,71,43,8.56,8.56
76,45,45,64,51,43,7.89,7.89
40,22,35,27,22,39,3.28,3.28
62,53,41,47,45,43,6.78,6.78
84,54,64,81,84,45,9.78,9.78
60,42,34,72,50,46,7.22,7.22
50,36,25,45,51,36,6.08,6.08
4,5,19,7,4,33,1.72,1.72
67,40,42,50,65,43,7.44,7.44
93,50,58,63,70,48,8.72,8.72
61,57,60,76,35,42,7.31,7.31
19,11,37,29,29,39,2.5,2.5
31,37,40,33,25,42,3.36,3.36
24,26,41,43,43,40,3.64,3.64
44,34,26,40,20,41,4.03,4.03
46,35,31,35,17,39,4.19,4.19
42,33,35,29,19,20,3.33,3.33
59,50,50,47,45,36,6.47,6.47
69,43,49,55,67,43,7.56,7.56
79,56,56,46,70,45,8.11,8.11
47,43,50,79,51,45,7.28,7.28
43,38,32,42,43,43,5.83,5.83
26,41,38,42,31,44,4.67,4.67
48,42,54,57,64,39,7.22,7.22
51,39,37,60,43,42,6.44,6.44
82,57,54,76,59,46,8.83,8.83
92,42,43,67,78,46,8.39,8.39
57,48,53,55,48,46,7.22,7.22
75,59,48,54,80,42,8.72,8.72
78,72,60,70,87,46,9.5,9.5
61,40,58,34,29,45,5.61,5.61
63,47,62,75,55,45,8.33,8.33
78,63,56,79,53,45,8.78,8.78
26,22,31,39,36,42,2.22,2.22
47,47,47,70,70,35,7.5,7.5
63,46,47,61,61,42,7.67,7.67
43,32,27,33,30,39,3.47,3.47
58,62,52,44,62,42,7.39,7.39
46,35,40,28,41,40,4.33,4.33
70,63,40,66,72,40,8.28,8.28
36,32,34,22,42,43,4,4
28,30,28,26,43,46,3.22,3.22
51,56,49,51,74,43,7.75,7.75
76,66,68,73,81,35,9.39,9.39
32,55,46,59,55,39,5.78,5.78
46,34,46,37,26,44,4.78,4.78
46,19,30,42,26,28,3.36,3.36
79,43,48,81,68,45,8.39,8.39
72,50,49,63,83,42,8.5,8.5
57,45,38,43,48,41,6.28,6.28
48,35,35,33,29,44,4.61,4.61
60,58,51,59,69,45,7.89,7.89
42,39,37,43,49,40,5.78,5.78
64,47,59,66,48,38,7.39,7.39
72,31,55,78,92,44,8.17,8.17
53,38,50,45,43,47,6.72,6.72
45,36,47,44,44,45,5.94,5.94
61,36,35,47,52,45,6.56,6.56
76,64,62,87,71,37,9.39,9.39
43,23,33,27,43,40,4.31,4.31
43,32,31,37,40,37,4.56,4.56
50,38,39,61,50,45,7.17,7.17
59,67,56,49,58,38,7,7
48,34,32,48,20,34,4.72,4.72
60,30,41,56,29,43,5.11,5.11
25,28,35,5,14,39,2.42,2.42
33,17,32,19,13,43,2.75,2.75
73,43,46,74,49,43,7.67,7.67
29,55,50,70,62,45,6.72,6.72
71,50,63,58,46,38,7.78,7.78
83,43,50,69,71,39,8.14,8.14
81,60,56,87,81,38,9.72,9.72
29,23,43,45,25,42,4,4
67,42,47,77,54,41,7.78,7.78
33,24,36,33,20,39,2.97,2.97
45,39,49,41,29,45,5.06,5.06
51,63,59,48,25,40,6.61,6.61
50,45,41,50,43,41,6.83,6.83
30,44,56,57,36,38,5.28,5.28
18,30,25,33,10,41,2.83,2.83
49,51,53,39,32,44,5.17,5.17
51,46,53,62,39,44,6.5,6.5
57,44,54,62,49,45,7.33,7.33
43,30,33,30,19,41,4.25,4.25
69,56,66,67,71,42,8.44,8.44
71,59,69,80,86,41,9.56,9.56
46,36,46,43,29,37,5.39,5.39
72,55,39,68,51,40,7.83,7.83
42,37,46,52,32,40,5.67,5.67
44,55,61,69,57,39,7.56,7.56
29,10,42,25,15,44,3.28,3.28
61,59,63,69,62,47,8.39,8.39
64,58,57,70,59,42,8.25,8.25
48,43,48,62,55,45,7.17,7.17
56,56,57,50,51,46,7.67,7.67
77,61,57,74,64,43,8.89,8.89
53,33,35,23,44,40,5.39,5.39
47,35,42,48,23,35,5.5,5.5
57,51,58,65,57,42,7.67,7.67
26,19,30,32,18,34,2.28,2.28
70,38,49,60,47,40,7.5,7.5
60,59,59,64,48,45,7.94,7.94
66,51,62,52,50,43,7.83,7.83
65,59,50,61,47,44,7.61,7.61
48,42,56,51,48,40,6.94,6.94
64,49,48,59,52,40,7.47,7.47
60,36,41,33,56,44,6.17,6.17
25,17,14,25,11,39,2.64,2.64
67,59,69,74,72,42,8.72,8.72
26,30,34,23,11,34,3.36,3.36
66,52,57,68,55,43,7.78,7.78
69,54,51,71,69,40,8.08,8.08
33,35,41,49,46,39,5.39,5.39
47,38,55,49,45,42,6.78,6.78
41,39,48,51,41,40,6.56,6.56
42,42,48,56,43,45,6.5,6.5
84,46,50,69,64,39,8.28,8.28
52,45,49,39,49,39,6.06,6.06
48,55,48,56,52,35,7.06,7.06
74,72,53,74,62,45,8.61,8.61
64,59,63,78,86,39,9.17,9.17
50,56,53,73,60,43,8.06,8.06
45,37,51,56,49,36,6.83,6.83
43,48,39,37,48,44,5.72,5.72
57,45,52,67,51,43,7.5,7.5
61,53,60,30,25,43,5.81,5.81
69,60,62,67,74,45,8.67,8.67
63,32,26,54,23,37,5.28,5.28
56,54,40,62,48,42,7.33,7.33
46,43,37,42,24,41,4.78,4.78
47,43,50,45,52,44,7.06,7.06
41,34,35,18,41,45,5,5
58,59,47,51,45,39,7.28,7.28
44,34,35,52,43,47,6.22,6.22
78,50,65,65,62,40,8.5,8.5
55,63,58,62,68,43,8.22,8.22
64,55,57,59,58,45,7.78,7.78
55,53,53,56,47,38,7.25,7.25
58,50,56,77,64,45,8,8
52,50,50,52,30,40,6.33,6.33
71,56,65,77,77,45,9.06,9.06
58,49,56,69,50,40,7.61,7.61
55,55,45,52,25,39,6.39,6.39
47,38,51,53,47,43,6.78,6.78
58,50,60,58,57,44,7.61,7.61
67,45,61,63,51,40,7.94,7.94
57,55,46,58,62,40,7.61,7.61
74,68,62,71,65,44,8.83,8.83
46,47,51,55,45,41,7,7
45,33,32,34,36,36,4.17,4.17
31,26,32,43,40,35,4.22,4.22
48,33,36,29,27,39,4.56,4.56
60,63,62,69,85,37,8.89,8.89
78,62,58,52,65,40,8.56,8.56
55,33,36,58,50,44,6.67,6.67
47,45,40,45,27,37,5.75,5.75
69,56,49,36,65,42,6.72,6.72
88,66,67,66,66,45,9,9
68,52,49,50,56,42,7.5,7.5
40,17,40,19,18,46,3.81,3.81
54,50,40,52,45,40,7,7
56,53,62,59,67,34,7.44,7.44
43,46,62,35,44,46,5.94,5.94
49,51,49,55,59,45,7.17,7.17
69,50,66,68,65,44,8.17,8.17
49,54,42,57,43,40,6.78,6.78
77,50,65,80,72,40,9.17,9.17
57,50,47,50,63,41,7.5,7.5
47,43,45,53,46,40,6.81,6.81
21,12,24,28,11,24,1.56,1.56
67,41,36,50,34,43,5.06,5.06
32,13,19,36,26,44,2.69,2.69
56,40,49,52,43,40,6.89,6.89
49,46,61,36,41,41,6.11,6.11
33,35,46,36,21,39,3.75,3.75
65,52,56,76,57,42,8.11,8.11
54,49,49,29,29,30,5.17,5.17
78,38,34,49,70,38,7.58,7.58
53,58,56,53,36,43,6.47,6.47
75,52,57,68,61,44,8.39,8.39
17,9,34,19,16,45,3.11,3.11
40,34,33,33,48,46,5.17,5.17
45,37,32,37,16,37,4.33,4.33
78,57,62,73,49,43,8.56,8.56
52,47,35,65,47,40,7.11,7.11
69,61,64,73,74,39,8.78,8.78
75,74,68,73,53,41,8.83,8.83
59,52,63,71,60,42,8.11,8.11
45,49,61,47,22,43,6.28,6.28
45,19,49,35,31,44,4.39,4.39
52,54,66,61,66,43,8.11,8.11
48,47,46,55,48,45,7,7
63,51,57,66,44,45,7.72,7.72
51,44,63,55,61,44,7.67,7.67
29,44,46,41,52,40,5.22,5.22
53,51,47,50,45,39,7.11,7.11
94,55,65,86,75,43,9.61,9.61
52,46,59,33,32,41,5.5,5.5
32,47,63,48,47,42,6.33,6.33
27,24,43,44,42,38,4.61,4.61
52,52,51,59,40,42,7.17,7.17
68,70,48,75,59,43,8.33,8.33
85,41,44,56,49,39,7.42,7.42
28,36,32,27,35,38,3.53,3.53
40,35,34,51,26,41,5.5,5.5
57,46,44,44,51,35,6.86,6.86
54,17,40,34,30,37,4.22,4.22
51,55,45,50,32,34,5.86,5.86
50,34,49,52,32,45,6.11,6.11
41,35,23,46,22,45,4.78,4.78
44,32,40,51,31,41,5.42,5.42
49,44,46,34,46,27,5.53,5.53
45,52,51,56,33,37,6.06,6.06
43,37,37,45,45,40,6.19,6.19
53,67,62,70,83,41,9,9
52,33,42,30,46,42,5.5,5.5
45,37,41,49,25,39,5.61,5.61
33,42,43,51,29,32,4.44,4.44
48,43,61,56,35,41,6.31,6.31
54,45,46,69,35,44,6.42,6.42
69,73,66,55,52,47,8.17,8.17
58,52,58,63,70,40,8.06,8.06
51,49,53,49,48,48,7.06,7.06
50,49,59,57,47,38,7.33,7.33
55,43,48,62,52,41,7.39,7.39
57,50,63,62,47,42,7.67,7.67
49,51,59,58,56,45,7.39,7.39
25,33,26,32,10,40,3.11,3.11
47,38,45,64,44,40,6.75,6.75
43,49,47,62,56,40,7.33,7.33
53,45,46,58,69,34,7.08,7.08
48,47,45,58,25,35,5.94,5.94
71,54,60,60,41,43,7.28,7.28
65,60,64,63,68,38,8.44,8.44
81,57,56,68,77,42,9,9
42,35,42,49,37,44,5.31,5.31
56,43,49,60,46,41,7.17,7.17
21,30,34,23,12,33,3.03,3.03
49,48,56,38,35,44,5.22,5.22
91,56,61,90,76,31,9.44,9.44
38,26,39,15,30,45,3.28,3.28
48,44,48,46,27,40,5.81,5.81
17,13,21,16,16,30,1.75,1.75
52,38,42,53,46,41,6.94,6.94
59,52,54,57,52,39,7.39,7.39
56,46,56,58,64,37,7.42,7.42
40,45,43,61,66,35,6.44,6.44
40,54,42,50,17,41,5.28,5.28
48,57,52,61,60,43,7.72,7.72
2,0,1,1,2,28,0.94,0.94
52,34,37,53,55,43,6.86,6.86
70,61,52,76,68,41,8.67,8.67
64,49,53,56,67,44,7.78,7.78
43,35,36,55,44,45,6.22,6.22
35,56,57,60,32,40,5.83,5.83
70,50,42,54,57,39,7.33,7.33
18,34,33,28,14,36,3.39,3.39
51,45,58,68,30,41,6.72,6.72
11,8,11,16,8,35,2.17,2.17
23,30,31,26,19,35,3.06,3.06
50,49,39,60,56,31,7.17,7.17
26,23,31,47,25,40,3.56,3.56
41,33,53,48,58,42,6.56,6.56
58,57,65,52,56,42,7.89,7.89
41,33,37,28,36,40,4.44,4.44
38,33,44,59,11,48,4.64,4.64
76,55,68,88,79,44,9.44,9.44
27,37,37,50,34,43,4.78,4.78
57,53,56,50,54,43,7.5,7.5
27,22,37,34,20,33,2.72,2.72
56,46,49,65,49,41,7.33,7.33
45,36,53,31,47,43,5.72,5.72
51,43,38,40,30,44,4.94,4.94
78,51,59,61,49,43,8.06,8.06
56,49,62,71,32,43,6.94,6.94
27,17,44,28,41,38,3.92,3.92
70,40,38,38,47,47,6.28,6.28
47,36,41,40,46,44,5.58,5.58
41,44,39,48,45,40,6.31,6.31
66,45,59,67,55,44,7.89,7.89
80,40,50,57,49,42,7.67,7.67
39,48,62,50,90,34,7.69,7.69
48,24,36,48,34,40,5,5
8,25,7,9,8,32,1.17,1.17
35,31,35,45,33,38,4.11,4.11
13,30,32,21,15,35,3.31,3.31
43,30,31,30,8,36,4.22,4.22
30,26,44,24,31,36,3.17,3.17
53,27,34,16,30,42,4.11,4.11
37,36,35,49,33,40,4.72,4.72
41,26,49,19,34,40,4.06,4.06
53,38,38,50,26,43,6.11,6.11
35,37,36,32,26,38,3.83,3.83
8,17,9,15,10,30,1.81,1.81
65,22,37,54,40,42,5.5,5.5
38,30,34,27,38,38,3.28,3.28
48,25,33,22,42,35,4.14,4.14
31,30,31,40,33,39,3.81,3.81
45,37,36,27,22,40,4.61,4.61
46,35,41,56,33,43,5.83,5.83
18,21,15,23,24,40,2.58,2.58
28,16,20,41,28,42,3.28,3.28
48,35,36,49,55,38,6.5,6.5
20,36,38,22,26,39,3.5,3.5
21,33,27,13,25,36,2.56,2.56
45,39,40,48,60,38,6.58,6.58
42,38,34,58,53,36,6.14,6.14
24,20,18,14,29,39,2,2
81,64,69,86,88,36,9.89,9.89
40,42,43,46,44,30,5.69,5.69
42,19,44,55,27,36,4.44,4.44
25,13,12,23,9,38,2.06,2.06
45,39,36,44,39,43,5.17,5.17
23,34,39,45,27,38,4.72,4.72
46,35,27,43,22,43,4.28,4.28
46,39,39,54,45,40,6.47,6.47
42,35,43,55,46,34,5.75,5.75
64,45,50,71,40,38,6.64,6.64
80,42,51,76,51,36,8.19,8.19
20,37,45,31,34,38,3.94,3.94
27,21,15,43,14,38,2.78,2.78
42,16,24,30,44,39,3.44,3.44
51,35,20,49,47,38,5.39,5.39
53,43,46,51,43,38,6.53,6.53
59,53,47,68,72,40,7.69,7.69
73,54,53,87,59,43,8.5,8.5
47,34,34,54,52,30,5.94,5.94
48,37,45,52,60,36,6.78,6.78
48,44,47,49,55,38,6.56,6.56
61,59,47,62,55,39,7.39,7.39
47,57,49,48,66,40,7.11,7.11
14,6,8,20,24,30,1.78,1.78
44,35,36,43,56,36,5.61,5.61
46,37,25,33,46,36,4.61,4.61
39,11,6,14,11,34,1.89,1.89
50,26,38,41,26,36,4.89,4.89
41,32,33,32,33,36,3.56,3.56
49,36,34,39,49,36,5.94,5.94
19,10,18,24,7,30,1.89,1.89
50,34,44,38,44,43,6.22,6.22
41,22,21,30,47,38,3.36,3.36
27,33,35,32,42,34,3.56,3.56
45,35,42,50,27,35,5.19,5.19
71,62,62,74,56,34,8.33,8.33
65,56,49,68,76,36,8.17,8.17
51,40,35,59,31,39,5.81,5.81
51,44,38,47,48,36,6.31,6.31
23,17,31,15,15,38,2.44,2.44
47,35,39,50,46,35,6.28,6.28
38,37,45,55,39,39,4.86,4.86
17,18,21,25,19,26,1.64,1.64
35,15,21,15,12,43,2.11,2.11
22,10,17,9,4,40,1.86,1.86
59,50,50,48,53,36,7,7
46,22,35,42,20,40,4.33,4.33
